Cc1c2ccccc2[nH]c1C(=O)N3CCC4(CC3)c5ccccc5[C@H]([C@@H]4O)[NH3+],ORD-MCULE-6516517118_1
c1ncc(nc1)C(=O)N2CCC(CC2)[NH2+][C@H]3C[C@H](C3)c4nc[nH]c(=O)c4,ORD-MCULE-9983242054_1
c1ncc(nc1)c2n[nH]c(n2)CNC(=O)c3nnn(c3)[C@H]4CC[C@H](CC4)[NH3+],ORD-MCULE-3119751521_1
c1ncc(nc1)c2nnc([nH]2)CNC(=O)c3nnn(c3)[C@H]4CC[C@H](CC4)[NH3+],ORD-MCULE-3119751521_3
c1cc(sc1)c2cc3cc(ccc3n2CC(=O)N4CC[NH+](CC4)Cc5ccc6c(c5)OCO6)Cl,ORD-MCULE-8022118059_1
c1cc([nH]c1)C(=O)N[C@H]2C[C@@]3(CCCC[N@@H+]3C2)C(=O)NCc4cccnc4,ORD-MCULE-8683477262_1
c1c(c[nH]c1C(=O)N)c2csc(n2)NC(=O)CCc3[nH]c(=O)c4c5c(sc4n3)CCC5,ORD-MCULE-5756572738_1
c1c(ccnc1)c2n[nH]c(n2)CNC(=O)c3nnn(c3)[C@H]4CC[C@H](CC4)[NH3+],ORD-MCULE-2793071490_1
c1cc(cnc1)c2nc3c(c(n2)NCC[C@@H]4C[C@H]5C[C@@H]4C=C5)CC[NH2+]C3,ORD-MCULE-5739750381_1
c1cc(cc(c1)OCCO)C[NH+]2CCC(CC2)c3c(cnc(n3)C(F)(F)F)c4cccc(c4)F,ORD-MCULE-6603891969_1
c1cc(cc(c1)F)c2cc3c(n(c2=O)CC[NH+]4CCCCC4)CCN(C3)C(=O)C5CCOCC5,ORD-MCULE-5517230918_1
c1cc(cc(c1)C(=O)[O-])c2[nH]c3c(n2)CN(CC3)C(=O)[C@H]4CCC[NH2+]4,ORD-MCULE-9951309370_2
c1cc(cc(c1)C(=O)[O-])c2[nH]c3c(n2)CCN(C3)C(=O)[C@H]4CCC[NH2+]4,ORD-MCULE-9951309370_1
c1ccc(cc1)C[C@@H](c2[nH]c3ccccc3n2)NC(=O)c4cc(=O)[nH]c5c4cccc5,ORD-MCULE-2354836978_1
c1ccc(cc1)C(CC(=O)N2CCN(CC2)S(=O)(=O)c3ccc4c(c3)OCCO4)c5ccccc5,ORD-MCULE-8995893644_1
c1ccc2cc(ccc2c1)S(=O)(=O)N3CCN(CC3)S(=O)(=O)[N@@]4CCc5ccccc5C4,ORD-MCULE-4597039646_1
c1ccc2c(c1)cc([nH]2)C(=O)N3CC[C@@H]4[C@H](C3)CCC(=O)N4CC[NH3+],ORD-MCULE-6453287452_1
c1ccc2c(c1)c(c[nH]2)C(=O)C[NH+]3CCN(CC3)CC(=O)c4c[nH]c5c4cccc5,ORD-MCULE-9394548223_1
c1cc2c(cc1C(=O)N3CCc4c(c(nn4CC5CC5)C(=O)[O-])C3)[nH]c(=O)[nH]2,ORD-MCULE-2227402187_1
COc1cc(cc(c1)OC)n2c(cc3c2-c4ccccc4CC3)CCC(=O)NCc5cc(cc(c5)F)F,ORD-MCULE-6553444445_1
COc1cc(ccc1OCC(=O)[O-])c2c3c[nH][nH]c3nc4c2oc5c4ccc(=O)c5[O-],ORD-MCULE-3634589526_1
COc1cccc(c1)CNC(=O)Cn2c(=O)n3c4ccccc4c(=O)n(c3n2)Cc5ccc(cc5)F,ORD-MCULE-5667910701_1
CC(C)CN(CC(=O)N(CCc1c[nH]c2c1cccc2)Cc3ccc(cc3)Cl)C(=O)C4CCCC4,ORD-MCULE-6156881199_1
CCc1c(sc2c1c(ncn2)[N@@]3CC[C@H]([C@@H](C3)O)[NH+]4CCC(CC4)O)C,ORD-MCULE-4750428750_1
Cc1nc2c(c3c(s2)CCC3)c(n1)SCC(=O)N4CC[NH+](CC4)CC(=O)NC(C)(C)C,ORD-MCULE-4223504165_1
Cc1c(c(n(n1)C)C)c2cc(n[nH]2)C(=O)Nc3cc(cc(c3)C(F)(F)F)C[NH3+],ORD-MCULE-8641397094_2
Cc1c(c(n(n1)C)C)c2cc([nH]n2)C(=O)Nc3cc(cc(c3)C(F)(F)F)C[NH3+],ORD-MCULE-8641397094_1
Cc1ccccc1N2CCN(CC2)C(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)c5cccs5,ORD-MCULE-4776089530_1
